jornal_url,journal,article_number,citation_number,impact_factor,most_cited,year,cited_by,Search_Keywords
/journal/31528/cancer-microenvironment,Cancer Microenvironment,224.0,7600.0,6.0,Tumor-associated Macrophages (TAM) and Inflammation in Colorectal Cancer,2011.0,234.0,cancer+nanotreatment
/journal/31562/bladder-cancer,Bladder Cancer,335.0,2200.0,0.9,Bladder Cancer Molecular Taxonomy: Summary from a Consensus Meeting,2016.0,133.0,cancer+nanotreatment
/journal/32458/cancer-reports,Cancer Reports,467.0,1700.0,1.4,Paraneoplastic syndrome in neuroendocrine breast cancer: A case report,2019.0,78.0,cancer+nanotreatment
/journal/33379/prostate-cancer,Prostate Cancer,173.0,2400.0,1.8,"Global patterns of prostate cancer incidence, aggressiveness, and mortality in men of african descent",2013.0,135.0,cancer+nanotreatment
/journal/35748/cancer-biotherapy,Cancer Biotherapy,96.0,1300.0,,Saffron chemoprevention in biology and medicine: a review,1995.0,128.0,cancer+nanotreatment
/journal/35949/cancer-nanotechnology,Cancer Nanotechnology,136.0,3100.0,7.3,Gold nanoparticles for cancer radiotherapy: a review,2016.0,226.0,cancer+nanotreatment
/journal/36468/biomarkers-in-cancer,Biomarkers in Cancer,96.0,1900.0,6.6,Deep Sequencing of Serum Small RNAs Identifies Patterns of 5' tRNA Half and YRNA Fragment Expression Associated with Breast Cancer,2014.0,116.0,cancer+nanotreatment
/journal/37377/kidney-cancer,Kidney Cancer,126.0,347.0,0.6,Diagnostic Imaging for Solid Renal Tumors: A Pictorial Review,2018.0,36.0,cancer+nanotreatment
/journal/37903/nature-cancer,Nature Cancer,303.0,3900.0,14.7,The impact of the COVID-19 pandemic on cancer care,2020.0,182.0,cancer+nanotreatment
/journal/41755/skin-cancer,Skin Cancer,2200.0,708.0,0.0,Single nucleotide polymorphism rs17849071 G/T in the PIK3CA gene is inversely associated with oral cancer,2018.0,6.0,cancer+nanotreatment
/journal/42089/nar-cancer,NAR Cancer,107.0,376.0,4.9,Combined cytotoxic chemotherapy and immunotherapy of cancer: modern times,2020.0,55.0,cancer+nanotreatment
/journal/42606/oral-cancer,Oral Cancer,21.0,20.0,0.5,Diagnosis of Malignant Melanoma by 5-S-Cysteinyldopa.,1995.0,26.0,cancer+nanotreatment
/journal/48260/aging-and-cancer,Aging and Cancer,20.0,8.0,0.2,Aging and immunotherapies: New horizons for the golden ages,2020.0,3.0,cancer+nanotreatment
/journal/59545/pediatric-cancer,Pediatric Cancer,116.0,26.0,,Neuroblastoma: Ornithine Decarboxylase and Polyamines are Novel Targets for Therapeutic Intervention,2012.0,10.0,cancer+nanotreatment
/journal/60361/cancers-et-psys,Cancer(s) Et Psy(s),39.0,8.0,0.0,Clinical Significance of Salivary Matrix Metalloproteinase-9 in Oral Precancerous Conditions and Oral Cancer,2014.0,2.0,cancer+nanotreatment
/journal/63381/cancers-review,Cancers Review,11.0,9.0,,Le psychothérapeute au pays médicalisé des patients et des soignants,2019.0,2.0,cancer+nanotreatment
/journal/86375/focus-on-cancer,Focus on Cancer,35.0,22.0,,Cancer: Palliative Care,1998.0,6.0,cancer+nanotreatment
/journal/91098/cancer-hallmarks,Cancer Hallmarks,11.0,186.0,,Epithelial-mesenchymal Transition---A Hallmark of Breast Cancer Metastasis,2013.0,105.0,cancer+nanotreatment
/journal/104591/jmir-cancer,JMIR Cancer,216.0,1400.0,3.1,Pilot and Feasibility Test of a Mobile Health-Supported Behavioral Counseling Intervention for Weight Management Among Breast Cancer Survivors,2016.0,57.0,cancer+nanotreatment
/journal/106919/the-cancer-press,The Cancer Press,31.0,13.0,,Cancer statistics in Iran: Towards finding priority for prevention and treatment,2017.0,5.0,cancer+nanotreatment
/journal/135072/cancer-surveys,Cancer Surveys,588.0,10600.0,,Multidrug resistance,1986.0,163.0,cancer+nanotreatment
/journal/138713/cancer-cells,Cancer Cells,136.0,5500.0,,Activation of programmed cell death by anticancer agents: cisplatin as a model system,1990.0,323.0,cancer+nanotreatment
/journal/139653/cancer-immunity,Cancer Immunity,176.0,6100.0,,"The cancer/testis genes: review, standardization, and commentary",2004.0,371.0,cancer+nanotreatment
/journal/139888/cancer-therapy,Cancer Therapy,19.0,757.0,,Cisplatin nephrotoxicity: molecular mechanisms,2003.0,200.0,cancer+nanotreatment
/journal/12482/european-journal-of-cancer,European Journal of Cancer,32700.000000000004,544100.0,4.4,New response evaluation criteria in solid tumours: revised RECIST guideline (version 1.1),2009.0,15900.0,cancer+nanotreatment
/journal/12588/international-journal-of-cancer,International Journal of Cancer,26100.0,1200000.0,7.3,"Cancer incidence and mortality worldwide: sources, methods and major patterns in GLOBOCAN 2012",2015.0,19100.0,cancer+nanotreatment
/journal/12967/clinical-cancer-research,Clinical Cancer Research,19400.0,1300000.0,12.3,Triple-negative breast cancer: clinical features and patterns of recurrence,2007.0,2900.0,cancer+nanotreatment
/journal/13244/pediatric-blood-and-cancer,Pediatric Blood and Cancer,8800.0,145800.0,2.9,HLH-2004: Diagnostic and therapeutic guidelines for hemophagocytic lymphohistiocytosis,2007.0,3000.0,cancer+nanotreatment
/journal/13622/cancer-chemotherapy-and-pharmacology,Cancer Chemotherapy and Pharmacology,9000.0,197400.0,3.4,Determination of subcutaneous tumor size in athymic (nude) mice,1989.0,1200.0,cancer+nanotreatment
/journal/13659/cancer-genetics-and-cytogenetics,Cancer Genetics and Cytogenetics,8300.0,139500.0,,Chromosomes in Ewing's sarcoma. I. An evaluation of 85 cases of remarkable consistency of t(11;22)(q24;q12),1988.0,443.0,cancer+nanotreatment
/journal/13960/supportive-care-in-cancer,Supportive Care in Cancer,8000.0,155500.0,3.7,Symptom distress in advanced cancer patients with anxiety and depression in the palliative care setting,2009.0,663.0,cancer+nanotreatment
/journal/14436/cancer-immunology-immunotherapy,"Cancer Immunology, Immunotherapy",6100.0,149200.0,7.1,"Increased circulating myeloid-derived suppressor cells correlate with clinical cancer stage, metastatic tumor burden, and doxorubicin-cyclophosphamide chemotherapy",2009.0,939.0,cancer+nanotreatment
/journal/14790/breast-cancer-research,Breast Cancer Research,4500.0,215700.0,8.0,Phenotypic and molecular characterization of the claudin-low intrinsic subtype of breast cancer,2010.0,1400.0,cancer+nanotreatment
/journal/14914/molecular-cancer-therapeutics,Molecular Cancer Therapeutics,5300.0,260500.0,5.8,PD-L1 Expression as a Predictive Biomarker in Cancer Immunotherapy,2015.0,1200.0,cancer+nanotreatment
/journal/15335/cancer-biology-and-therapy,Cancer Biology and Therapy,4200.0,113700.0,4.4,Overview of cell death signaling pathways,2005.0,852.0,cancer+nanotreatment
/journal/15372/anti-cancer-drugs,Anti-Cancer Drugs,4300.0,72000.0,2.3,Development of a novel form of an oral 5-fluorouracil derivative (S-1) directed to the potentiation of the tumor selective cytotoxicity of 5-fluorouracil by two biochemical modulators,1996.0,625.0,cancer+nanotreatment
/journal/15380/cancer-causes-and-control,Cancer Causes and Control,4100.0,150700.0,2.7,"Vegetables, fruit, and cancer. I. Epidemiology",1991.0,1000.0,cancer+nanotreatment
/journal/15817/genes-chromosomes-and-cancer,Genes Chromosomes and Cancer,3900.0,139700.0,4.7,Optimizing comparative genomic hybridization for analysis of DNA sequence copy number changes in solid tumors,1994.0,1100.0,cancer+nanotreatment
/journal/15852/nature-reviews-cancer,Nature Reviews Cancer,2300.0,700900.0,30.2,The blockade of immune checkpoints in cancer immunotherapy,2012.0,7900.0,cancer+nanotreatment
/journal/16302/cancer-management-and-research,Cancer Management and Research,4300.0,31600.0,3.5,"Gastric cancer: epidemiology, prevention, classification, and treatment",2018.0,484.0,cancer+nanotreatment
/journal/16576/cancer-treatment-reviews,Cancer Treatment Reviews,3000.0,129700.0,14.0,PI3K/Akt signalling pathway and cancer,2004.0,1500.0,cancer+nanotreatment
/journal/16630/ca-a-cancer-journal-for-clinicians,Ca-A Cancer Journal for Clinicians,2500.0,418100.0,214.0,Global cancer statistics 2018: GLOBOCAN estimates of incidence and mortality worldwide for 36 cancers in 185 countries,2018.0,40300.0,cancer+nanotreatment
/journal/17069/journal-of-cancer-education,Journal of Cancer Education,2900.0,26200.0,1.7,Smartphone apps as a source of cancer information: changing trends in health information-seeking behavior,2013.0,152.0,cancer+nanotreatment
/journal/17205/molecular-cancer-research,Molecular Cancer Research,2800.0,112000.0,6.3,Reduced accumulation of specific microRNAs in colorectal neoplasia,2003.0,1100.0,cancer+nanotreatment
/journal/17827/cancer-cell-international,Cancer Cell International,3000.0,39800.0,6.2,Acidic extracellular microenvironment and cancer,2013.0,759.0,cancer+nanotreatment
/journal/17908/cancer-gene-therapy,Cancer Gene Therapy,2300.0,62900.0,5.2,Mechanisms of resistance to TRAIL-induced apoptosis in cancer,2005.0,566.0,cancer+nanotreatment
/journal/18035/clinical-lung-cancer,Clinical Lung Cancer,2200.0,32700.000000000004,4.8,Exosomal microRNA: a diagnostic marker for lung cancer,2009.0,1000.0,cancer+nanotreatment
/journal/18059/european-journal-of-cancer,European Journal of Cancer,2100.0,34800.0,,Establishment and characterization of a cell line of human breast carcinoma origin,1979.0,476.0,cancer+nanotreatment
/journal/18123/endocrine-related-cancer,Endocrine-Related Cancer,2300.0,97200.0,5.5,"Fibroblast growth factors, their receptors and signaling",2000.0,976.0,cancer+nanotreatment
/journal/18182/clinical-breast-cancer,Clinical Breast Cancer,2100.0,34700.0,2.9,HER2 amplification ratios by fluorescence in situ hybridization and correlation with immunohistochemistry in a cohort of 6556 breast cancer tissues,2004.0,500.0,cancer+nanotreatment
/journal/18222/cancer-biotherapy-and-radiopharmaceuticals,Cancer Biotherapy and Radiopharmaceuticals,2000.0,27900.0,3.7,Chimeric anti-CD20 (IDEC-C2B8) monoclonal antibody sensitizes a B cell lymphoma cell line to cell killing by cytotoxic drugs,1997.0,302.0,cancer+nanotreatment
/journal/18723/seminars-in-cancer-biology,Seminars in Cancer Biology,2100.0,121900.0,12.3,Matrigel: basement membrane matrix with biological activity,2005.0,1100.0,cancer+nanotreatment
/journal/18778/cancer-prevention-research,Cancer Prevention Research,2000.0,60000.0,3.1,Blood cell origin of circulating microRNAs: a cautionary note for cancer biomarker studies,2012.0,667.0,cancer+nanotreatment
/journal/18933/clinical-genitourinary-cancer,Clinical Genitourinary Cancer,1800.0,19500.0,3.2,Potential histologic and molecular predictors of response to temsirolimus in patients with advanced renal cell carcinoma,2007.0,156.0,cancer+nanotreatment
/journal/19618/journal-of-gastrointestinal-cancer,Journal of Gastrointestinal Cancer,1700.0,8700.0,1.6,"A Systematic Review of the Burden of Pancreatic Cancer in Europe: Real-World Impact on Survival, Quality of Life and Costs",2015.0,139.0,cancer+nanotreatment
/journal/19804/cancer-and-metastasis-reviews,Cancer and Metastasis Reviews,1600.0,117000.0,9.2,The distribution of secondary growths in cancer of the breast. 1889,1989.0,1700.0,cancer+nanotreatment
/journal/20862/clinical-colorectal-cancer,Clinical Colorectal Cancer,1200.0,19500.0,3.7,A review of the evolution of systemic chemotherapy in the management of colorectal cancer,2015.0,286.0,cancer+nanotreatment
/journal/21156/integrative-cancer-therapies,Integrative Cancer Therapies,1200.0,22700.0,2.9,Chemotherapy-associated oxidative stress: impact on chemotherapeutic effectiveness,2004.0,468.0,cancer+nanotreatment
/journal/21751/advances-in-cancer-research,Advances in Cancer Research,1200.0,84500.0,5.7,"Plasminogen activators, tissue degradation, and cancer",1985.0,2000.0,cancer+nanotreatment
/journal/21771/cancer-immunology-research,Cancer Immunology Research,1200.0,52400.0,11.9,Myeloid-Derived Suppressor Cells,2017.0,788.0,cancer+nanotreatment
/journal/22036/blood-cancer-journal,Blood Cancer Journal,1300.0,22700.0,6.7,'Acute myeloid leukemia: a comprehensive review and 2016 update',2016.0,522.0,cancer+nanotreatment
/journal/22425/journal-of-cancer-survivorship,Journal of Cancer Survivorship,1200.0,26800.0,4.9,Classification of weakly carcinogenic human papillomavirus types: addressing the limits of epidemiology at the borderline,2009.0,315.0,cancer+nanotreatment
/journal/23010/infectious-agents-and-cancer,Infectious Agents and Cancer,926.0,22800.0,3.3,An update of controlled physical activity trials in cancer survivors: a systematic review and meta-analysis,2010.0,898.0,cancer+nanotreatment
/journal/23338/current-problems-in-cancer,Current Problems in Cancer,929.0,11100.0,2.2,Role of curcumin in cancer therapy,2007.0,317.0,cancer+nanotreatment
/journal/24331/journal-of-breast-cancer,Journal of Breast Cancer,981.0,9600.0,3.0,Usefulness of pretreatment neutrophil to lymphocyte ratio in predicting disease-specific survival in breast cancer patients,2013.0,148.0,cancer+nanotreatment
/journal/24811/indian-journal-of-cancer,Indian Journal of Cancer,3600.0,15100.0,0.9,Affordable image analysis using NIH Image/ImageJ,2004.0,231.0,cancer+nanotreatment
/journal/24889/cancer-nursing-practice,Cancer Nursing Practice,662.0,1200.0,0.5,COVID-19: infection prevention and control advice for all healthcare settings,2020.0,65.0,cancer+nanotreatment
/journal/26709/cancer-treatment-and-research,Cancer Treatment and Research,2800.0,24500.0,3.4,The epidemiology of osteosarcoma,2009.0,1000.0,cancer+nanotreatment
/journal/26823/cancer-detection-and-prevention,Cancer Detection and Prevention,1700.0,20100.0,,Biomedical properties of saffron and its potential use in cancer therapy and chemoprevention trials,2004.0,299.0,cancer+nanotreatment
/journal/28101/the-american-journal-of-cancer,The American Journal of Cancer,373.0,7300.0,,The Maintenance of Human Normal Cells and Tumor Cells in Continuous Culture: I. Preliminary Report: Cultivation of Mesoblastic Tumors and Normal Tissue and Notes on Methods of Cultivation,1936.0,557.0,cancer+nanotreatment
/journal/28235/journal-africain-du-cancer,Journal Africain Du Cancer,382.0,358.0,,Aspects épidémiologiques et histopathologiques des cancers au Burkina Faso,2009.0,15.0,cancer+nanotreatment
/journal/28301/chinese-journal-of-cancer,Chinese Journal of Cancer,752.0,16800.0,,The prevalence and prevention of nasopharyngeal carcinoma in China,2011.0,443.0,cancer+nanotreatment
/journal/28307/journal-of-gastric-cancer,Journal of Gastric Cancer,822.0,6200.0,3.1,Clinicopathological features and surgical treatment of gastric cancer in South Korea: the results of 2009 nationwide survey on surgically treated gastric cancer patients,2011.0,191.0,cancer+nanotreatment
/journal/29963/translational-cancer-research,Translational Cancer Research,3000.0,5400.0,0.3,DNA double strand break repair via non-homologous end-joining,2013.0,322.0,cancer+nanotreatment
/journal/30213/jnci-cancer-spectrum,JNCI Cancer Spectrum,381.0,2500.0,4.4,Change in Survival in Metastatic Breast Cancer with Treatment Advances: Meta-Analysis and Systematic Review,2018.0,97.0,cancer+nanotreatment
/journal/30385/breast-cancer-management,Breast Cancer Management,298.0,538.0,0.7,Real and artificial controversies in breast cancer screening,2013.0,32.0,cancer+nanotreatment
/journal/30690/lung-cancer-management,Lung Cancer Management,259.0,522.0,2.6,Targeting the PI3K/AKT/mTOR pathway: potential for lung cancer treatment,2014.0,65.0,cancer+nanotreatment
/journal/31243/npj-breast-cancer,Npj Breast Cancer,445.0,5300.0,7.5,Tumor-associated macrophages: unwitting accomplices in breast cancer malignancy,2016.0,276.0,cancer+nanotreatment
/journal/31493/american-journal-of-cancer,American Journal of Cancer,200.0,434.0,,Metastatic Soft Tissue Sarcoma in Adults,2003.0,19.0,cancer+nanotreatment
/journal/31570/journal-of-cancer-policy,Journal of Cancer Policy,315.0,1400.0,0.9,Proposal for development of a guideline in maintaining quality cancer care during and post-covid-19 in an upper middle-income country with universal health coverage,2021.0,78.0,cancer+nanotreatment
/journal/32622/cancer-research-and-treatment,Cancer Research and Treatment,1700.0,22800.0,5.0,"Recent developments in delivery, bioavailability, absorption and metabolism of curcumin: the golden pigment from golden spice",2014.0,603.0,cancer+nanotreatment
/journal/32717/cancer-biology-and-medicine,Cancer Biology and Medicine,564.0,10000.0,4.7,Epidemiology of ovarian cancer: a review,2017.0,572.0,cancer+nanotreatment
/journal/32869/journal-of-skin-cancer,Journal of Skin Cancer,194.0,2500.0,1.3,Histopathological variants of cutaneous squamous cell carcinoma: a review,2011.0,89.0,cancer+nanotreatment
/journal/33178/archives-in-cancer-research,Archives in Cancer Research,46.0,157.0,0.0,Primary Central Nervous System Lymphoma: A Critical Review of the Role of Surgery for Resection,2016.0,13.0,cancer+nanotreatment
/journal/33384/supportive-cancer-therapy,Supportive Cancer Therapy,153.0,1400.0,,The Severe Chronic Neutropenia International Registry: 10-Year Follow-up Report,2006.0,113.0,cancer+nanotreatment
/journal/33446/cancer-genomics-and-proteomics,Cancer Genomics and Proteomics,753.0,7000.0,3.3,Applications of Support Vector Machine (SVM) Learning in Cancer Genomics,2018.0,202.0,cancer+nanotreatment
/journal/34064/journal-of-cancer-epidemiology,Journal of Cancer Epidemiology,158.0,3600.0,2.7,Worldwide increasing incidence of thyroid cancer: update on epidemiology and risk factors,2013.0,719.0,cancer+nanotreatment
/journal/34364/clinical-prostate-cancer,Clinical Prostate Cancer,121.0,2200.0,,Salvage cryosurgery for recurrent prostate cancer after radiation therapy: a seven-year follow-up,2003.0,107.0,cancer+nanotreatment
/journal/35283/cancer-drug-delivery,Cancer Drug Delivery,117.0,1700.0,,Altered tissue distribution of amphotericin B by liposomal encapsulation: comparison of normal mice to mice infected with Candida albicans,1984.0,97.0,cancer+nanotreatment
/journal/35354/cancer-and-clinical-oncology,Cancer and Clinical Oncology,86.0,273.0,0.0,Significance of p16 in Site-specific HPV Positive and HPV Negative Head and Neck Squamous Cell Carcinoma,2013.0,67.0,cancer+nanotreatment
/journal/35965/cancer-treatment-communications,Cancer Treatment Communications,99.0,327.0,,ACTIVITY OF TRASTUZUMAB-EMTANSINE (TDM1) IN HER2-POSITIVE BREAST CANCER BRAIN METASTASES: A CASE SERIES,2016.0,29.0,cancer+nanotreatment
/journal/36339/journal-of-lung-cancer,Journal of Lung Cancer,106.0,136.0,,"National Survey of Lung Cancer in Korea, 2005",2007.0,24.0,cancer+nanotreatment
/journal/37238/applied-cancer-research,Applied Cancer Research,67.0,216.0,1.5,Utilization of the oncoscan microarray assay in cancer diagnostics,2017.0,21.0,cancer+nanotreatment
/journal/38037/journal-of-cancer-prevention,Journal of Cancer Prevention,306.0,4600.0,2.9,An Overview of Carcinogenic Heavy Metal: Molecular Toxicity Mechanism and Prevention,2015.0,255.0,cancer+nanotreatment
/journal/38435/journal-of-pancreatic-cancer,Journal of Pancreatic Cancer,94.0,259.0,1.5,Call for Papers: Research on Pancreatic Cancer,2017.0,78.0,cancer+nanotreatment
/journal/38444/selective-cancer-therapeutics,Selective Cancer Therapeutics,62.0,642.0,,"Biocompatibility of a biodegradable, controlled-release polymer in the rabbit brain",1989.0,109.0,cancer+nanotreatment
/journal/38840/radiology-imaging-cancer,Radiology Imaging Cancer,179.0,428.0,1.4,Editor’s Recognition Awards,2021.0,78.0,cancer+nanotreatment
/journal/38921/update-on-cancer-therapeutics,Update on Cancer Therapeutics,68.0,607.0,,CpG oligodeoxynucleotides as immunotherapy in cancer,2008.0,96.0,cancer+nanotreatment
/journal/39174/cancers-of-the-head-neck,Cancers of the Head & Neck,52.0,560.0,5.4,HPV-driven oropharyngeal cancer: current knowledge of molecular biology and mechanisms of carcinogenesis,2018.0,54.0,cancer+nanotreatment
/journal/39232/cancer-growth-and-metastasis,Cancer Growth and Metastasis,57.0,1200.0,,Regulation of tumor growth and metastasis: the role of tumor microenvironment,2014.0,123.0,cancer+nanotreatment
/journal/40399/clinical-cancer-drugs,Clinical Cancer Drugs,89.0,219.0,0.2,Novel Antibody Therapeutics Targeting Mesothelin In Solid Tumors,2016.0,34.0,cancer+nanotreatment
/journal/40525/nepalese-journal-of-cancer,Nepalese Journal of Cancer,97.0,3.0,0.0,Primary Pancreatic Lymphoma: a rare entity in pancreatic mass,2019.0,1.0,cancer+nanotreatment
/journal/40568/journal-of-cancer-therapy,Journal of Cancer Therapy,1400.0,3000.0,0.2,"Oral Squamous Cell Carcinoma: Epidemiology, Clinical Presentation and Treatment",2012.0,92.0,cancer+nanotreatment
/journal/40585/annals-of-pancreatic-cancer,Annals of Pancreatic Cancer,202.0,99.0,1.3,Ductal acinar? Recent insights into identifying cell lineage of pancreatic ductal adenocarcinoma,2019.0,16.0,cancer+nanotreatment
/journal/40832/clinical-skin-cancer,Clinical Skin Cancer,36.0,46.0,,Unresectable cutaneous squamous cell carcinoma of the forehead with mutation showing dramatic response to Programmed Cell Death Protein 1 Inhibitor Therapy,2016.0,13.0,cancer+nanotreatment
/journal/41528/lung-cancer-international,Lung Cancer International,29.0,224.0,,Life Expectancy in Pleural and Peritoneal Mesothelioma,2017.0,25.0,cancer+nanotreatment
/journal/41821/precision-cancer-medicine,Precision Cancer Medicine,129.0,69.0,1.0,Circulating tumor cells: moving forward into clinical applications,2020.0,9.0,cancer+nanotreatment
/journal/41916/journal-of-cancer-research,Journal of Cancer Research,26.0,161.0,,Bleomycin-Induced Lung Injury,2013.0,51.0,cancer+nanotreatment
/journal/42176/cancer-prevention-international,Cancer Prevention International,27.0,63.0,,Reducing Dietary Fat: Understanding the Success of the Women's Health Trial,1994.0,23.0,cancer+nanotreatment
/journal/43844/blood-cancer-discovery,Blood Cancer Discovery,105.0,572.0,5.7,"Honoring Emil J. Freireich: A Visionary Medical Cancer Researcher—March 21, 1927–February 1, 2021",2021.0,78.0,cancer+nanotreatment
/journal/44086/rare-cancers-and-therapy,Rare Cancers and Therapy,12.0,64.0,,Reviewing Challenges in the Diagnosis and Treatment of Lentigo Maligna and Lentigo-Maligna Melanoma,2015.0,14.0,cancer+nanotreatment
/journal/44099/annals-of-cancer-epidemiology,Annals of Cancer Epidemiology,34.0,52.0,1.1,Cancer burden in Japan based on the latest cancer statistics: need for evidence-based cancer control programs,2018.0,15.0,cancer+nanotreatment
/journal/44255/annals-of-nasopharynx-cancer,Annals of Nasopharynx Cancer,35.0,4.0,0.3,Radiotherapy dose escalation in the primary treatment of nasopharyngeal carcinoma: a systematic review and meta-analysis,2019.0,1.0,cancer+nanotreatment
/journal/44757/cancer-cell-microenvironment,Cancer Cell & Microenvironment,29.0,265.0,,Immune consequences of tyrosine kinase inhibitors that synergize with cancer immunotherapy,2015.0,42.0,cancer+nanotreatment
/journal/46198/liver-cancer-international,Liver Cancer International,17.0,11.0,0.8,Regorafenib therapy for hepatocellular carcinoma in a HIV-1-infected patient: A case report,2020.0,2.0,cancer+nanotreatment
/journal/46511/cancer-translational-medicine,Cancer Translational Medicine,144.0,499.0,0.3,Stemness-Related Markers in Cancer,2017.0,73.0,cancer+nanotreatment
/journal/59418/current-cancer-research,Current Cancer Research,133.0,97.0,0.2,Targeting Autophagy in Cancer Therapy,2016.0,9.0,cancer+nanotreatment
/journal/59420/energy-balance-and-cancer,Energy Balance and Cancer,93.0,80.0,0.1,The General Rules for the Study of Primary Liver Cancer,2017.0,20.0,cancer+nanotreatment
/journal/60523/journal-of-liver-cancer,Journal of Liver Cancer,203.0,103.0,0.6,"Visfatin, Obesity, and Cancer",2017.0,6.0,cancer+nanotreatment
/journal/61740/cancer-and-oncology-research,Cancer and Oncology Research,45.0,107.0,0.3,"Effectiveness of Health Belief Model in Motivating for Tobacco Cessation and to Improving Knowledge, Attitude and Behavior of Tobacco Users",2014.0,14.0,cancer+nanotreatment
/journal/63048/archives-of-breast-cancer,Archives of Breast Cancer,23.0,38.0,,FokI and BsmI Polymorphisms of the VDR Gene and Breast Cancer Risk,2016.0,8.0,cancer+nanotreatment
/journal/64345/multidisciplinary-cancer-investigation,Multidisciplinary Cancer Investigation,143.0,61.0,0.2,Hormone Replacement Therapy and Breast Diseases: A Matter of Concern for the Gynecologist,,4.0,cancer+nanotreatment
/journal/64822/cancer-dissemination-pathways,Cancer Dissemination Pathways,16.0,1.0,0.0,Radiological Signs of Tumor Dissemination,2020.0,1.0,cancer+nanotreatment
/journal/81493/british-journal-of-cancer,British Journal of Cancer,23800.0,1100000.0,8.3,Apoptosis: a basic biological phenomenon with wide-ranging implications in tissue kinetics,1972.0,11400.0,cancer+nanotreatment
/journal/83957/cancer-biology-and-medicine,Cancer Biology and Medicine,39.0,54.0,,Preclinical evaluation and phase I trials,1992.0,16.0,cancer+nanotreatment
/journal/84272/trends-in-cancer-research,Trends in Cancer Research,12.0,192.0,2.0,The diverse roles of the TNF axis in cancer progression and metastasis,2016.0,65.0,cancer+nanotreatment
/journal/88594/the-open-cancer-journal,The Open Cancer Journal,29.0,112.0,,Role of the BCA2 ubiquitin E3 ligase in hormone responsive breast cancer,2010.0,16.0,cancer+nanotreatment
/journal/90667/emerging-cancer-therapeutics,Emerging Cancer Therapeutics,42.0,6.0,,Acute Myeloid Leukemia,2011.0,2.0,cancer+nanotreatment
/journal/92590/cancer-research-journal,Cancer Research Journal,69.0,63.0,0.0,Reactive Oxygen Species and Serous Epithelial Ovarian Adenocarcinoma,2016.0,14.0,cancer+nanotreatment
/journal/94845/artificial-intelligence-in-cancer,Artificial Intelligence in Cancer,21.0,11.0,0.9,"Applications of artificial intelligence in, early detection of cancer, clinical diagnosis and personalized medicine",2020.0,6.0,cancer+nanotreatment
/journal/103066/cancer-breaking-news,Cancer Breaking News,53.0,7.0,,SRSF2 mutations in epithelial ovarian cancer,2017.0,2.0,cancer+nanotreatment
/journal/103940/cancer-research-frontiers,Cancer Research Frontiers,82.0,228.0,,A review of organic nanomaterials in photothermal cancer therapy,2016.0,36.0,cancer+nanotreatment
/journal/106655/cancer-biology-treatment,Cancer Biology & Treatment,13.0,1.0,,Selective Toxicity and Angiogenic Inhibition by Euglenophycin: A Role in Cancer Therapy?,2016.0,1.0,cancer+nanotreatment
/journal/107084/cancer-reports-and-reviews,Cancer Reports and Reviews,31.0,99.0,0.2,Aberrant expression of p16 in human cancers - a new biomarker?,2018.0,26.0,cancer+nanotreatment
/journal/110594/cancer-science-research,Cancer Science & Research,19.0,14.0,2.0,Vigil: Personalized Immunotherapy Generating Systemic Cytotoxic T Cell Response,2020.0,4.0,cancer+nanotreatment
/journal/111213/current-cancer-reports,Current Cancer Reports,21.0,13.0,0.3,A review of home-based physical activity interventions for breast cancer survivors,2019.0,8.0,cancer+nanotreatment
/journal/123853/cancer-diagnosis-prognosis,Cancer Diagnosis & Prognosis,124.0,12.0,,Real-time IR700 Fluorescence Imaging During Near-infrared Photoimmunotherapy Using a Clinically-approved Camera for Indocyanine Green.,2021.0,2.0,cancer+nanotreatment
/journal/128296/cancer-research-communications,Cancer Research Communications,42.0,4.0,,Comprehensive Immunoprofiling of High-Risk Oral Proliferative and Localized Leukoplakia,2021.0,2.0,cancer+nanotreatment
/journal/129076/indonesian-journal-of-cancer,Indonesian Journal of Cancer,22.0,0.0,0.0,Differences in Pre-Operative Mean Serum Concentration of Thyroid Stimulating Hormone (TSH) and Free Thyroxin (FT4) in Patients with Benign Thyroid Nodules and Thyroid Carcinoma at Sanglah General Hospital Denpasar,2022.0,0.0,cancer+nanotreatment
/journal/131647/la-lutte-contre-le-cancer,La Lutte Contre Le Cancer,160.0,,,Problems in radical neck dissection,1962.0,1.0,cancer+nanotreatment
/journal/132140/philippine-journal-of-cancer,Philippine Journal of Cancer,16.0,6.0,,The vertebral system of veins as a means for cancer dissemination,1967.0,60.0,cancer+nanotreatment
/journal/133473/progress-in-clinical-cancer,Progress in Clinical Cancer,123.0,500.0,,Combination chemotherapy trials in metastatic carcinoid tumor and the malignant carcinoid syndrome,1979.0,185.0,cancer+nanotreatment
/journal/134579/cancer-clinical-trials,Cancer Clinical Trials,176.0,1800.0,,Cancer therapy with chemically modified enzymes. I. Antitumor properties of polyethylene glycol-asparaginase conjugates,1984.0,85.0,cancer+nanotreatment
/journal/135647/cancer-biochemistry-biophysics,Cancer Biochemistry Biophysics,471.0,1700.0,,A mathematic model for relating the drug sensitivity of tumors to their spontaneous mutation rate,1979.0,817.0,cancer+nanotreatment
